order_id,order_date,region,category,product,channel,quantity,unit_price,amount
819,2025-09-14,West,Grocery,Olive Oil,store,6,11.94,71.64
820,2025-12-11,West,Home,Lamp,online,8,33.53,268.24
821,2025-02-09,West,Apparel,T-Shirt,online,4,17.99,71.96
822,2025-09-24,West,Apparel,Jeans,online,7,47.87,335.09
823,2025-08-16,West,Apparel,T-Shirt,online,4,17.14,68.56
824,2025-09-24,Midwest,Apparel,Jacket,store,8,88.88,711.04
825,2025-08-23,East,Apparel,T-Shirt,store,6,17.51,105.06
826,2025-05-28,West,Home,Lamp,store,3,34.85,104.55
827,2025-11-13,Northeast,Apparel,T-Shirt,online,3,18.61,55.83
828,2025-03-24,West,Apparel,Jacket,online,6,88.47,530.82
829,2025-04-05,West,Apparel,Jeans,online,3,47.39,142.17
830,2025-10-01,West,Electronics,Headphones,store,7,81.12,567.84
831,2025-01-03,Northeast,Apparel,Jacket,store,5,88.77,443.85
832,2025-10-21,Northeast,Grocery,Pasta,online,1,3.58,3.58
833,2025-03-13,West,Apparel,T-Shirt,store,4,18.21,72.84
834,2025-08-17,South,Electronics,Phone Case,online,4,24.2,96.8
835,2025-05-23,West,Grocery,Olive Oil,online,7,12.57,87.99
836,2025-04-10,Northeast,Electronics,Phone Case,store,7,23.75,166.25
837,2025-07-09,West,Apparel,Jeans,store,8,47.08,376.64
838,2025-10-15,West,Grocery,Olive Oil,store,9,12.36,111.24
839,2025-08-06,Midwest,Home,Towel Set,online,5,27.0,135.0
840,2025-09-01,Northeast,Apparel,T-Shirt,store,7,17.26,120.82
841,2025-11-24,Midwest,Home,Towel Set,store,3,28.59,85.77
842,2025-04-13,Midwest,Apparel,Jacket,store,5,84.93,424.65
843,2025-10-27,West,Grocery,Coffee Beans,online,8,14.41,115.28
844,2025-06-03,Midwest,Electronics,Phone Case,store,8,23.8,190.4
845,2025-12-19,West,Electronics,Headphones,store,8,82.91,663.28
846,2025-07-05,Northeast,Grocery,Pasta,store,2,3.67,7.34
847,2025-07-11,Northeast,Electronics,Headphones,online,0,79.65,0.0
848,2025-08-25,East,Apparel,T-Shirt,online,7,17.59,123.13
849,2025-11-22,South,Electronics,Headphones,store,5,79.23,396.15
850,2025-04-10,East,Electronics,Phone Case,online,6,24.1,144.6
851,2025-12-17,South,Apparel,T-Shirt,store,1,18.58,18.58
852,2025-03-12,South,Grocery,Pasta,store,3,3.65,10.95
853,2025-02-22,Northeast,Home,Blender,online,2,58.51,117.02
854,2025-03-01,West,Grocery,Pasta,store,3,3.57,10.71
855,2025-08-15,Northeast,Apparel,T-Shirt,store,2,17.15,34.3
856,2025-04-24,West,Home,Towel Set,online,4,27.46,109.84
857,2025-03-08,Midwest,Electronics,Laptop,online,7,923.69,6465.83
858,2025-01-22,West,Electronics,Headphones,online,0,82.23,0.0
859,2025-06-04,West,Electronics,Phone Case,online,4,24.21,96.84
860,2025-04-05,West,Electronics,Laptop,store,6,939.35,5636.1
861,2025-06-30,West,Home,Towel Set,online,1,26.88,26.88
862,2025-09-28,East,Apparel,T-Shirt,online,2,18.85,37.7
863,2025-04-20,Midwest,Apparel,Jacket,online,2,88.46,176.92
864,2025-04-03,Midwest,Grocery,Coffee Beans,online,6,13.87,83.22
865,2025-03-05,Northeast,Home,Lamp,store,1,35.72,35.72
866,2025-02-12,West,Grocery,Pasta,store,5,3.54,17.7
867,2025-12-18,Midwest,Home,Towel Set,store,7,27.41,191.87
868,2025-04-07,Midwest,Apparel,T-Shirt,online,8,18.9,151.2
869,2025-12-11,West,Grocery,Olive Oil,online,13,11.54,150.02
870,2025-12-22,West,Home,Blender,store,10,61.8,618.0
871,2025-11-01,Midwest,Electronics,Laptop,store,5,919.25,4596.25
872,2025-10-25,Midwest,Apparel,Jeans,store,5,50.34,251.7
873,2025-03-17,West,Electronics,Headphones,store,2,78.98,157.96
874,2025-01-16,West,Electronics,Laptop,store,3,915.01,2745.03
875,2025-07-15,South,Home,Lamp,online,8,35.91,287.28
876,2025-08-27,Midwest,Grocery,Olive Oil,store,1,12.05,12.05
877,2025-01-17,West,Grocery,Pasta,store,8,3.62,28.96
878,2025-08-24,West,Home,Towel Set,store,3,29.08,87.24
879,2025-09-09,South,Grocery,Pasta,online,8,3.52,28.16
880,2025-12-04,Northeast,Grocery,Pasta,online,7,3.5,24.5
881,2025-05-15,Midwest,Apparel,Jeans,store,1,45.89,45.89
882,2025-03-07,South,Electronics,Phone Case,store,7,23.71,165.97
883,2025-06-26,Midwest,Apparel,T-Shirt,online,5,17.55,87.75
884,2025-10-31,West,Electronics,Headphones,online,5,77.72,388.6
885,2025-01-20,Midwest,Grocery,Pasta,online,1,3.57,3.57
886,2025-06-12,Midwest,Apparel,Jacket,online,2,91.74,183.48
887,2025-12-20,South,Grocery,Olive Oil,store,5,11.6,58.0
888,2025-07-06,East,Grocery,Olive Oil,online,4,12.41,49.64
889,2025-05-28,South,Grocery,Coffee Beans,online,2,14.3,28.6
890,2025-10-31,West,Electronics,Phone Case,store,9,23.83,214.47
891,2025-11-30,Northeast,Apparel,Jeans,store,7,46.56,325.92
892,2025-05-09,Midwest,Home,Blender,online,4,59.45,237.8
893,2025-12-05,Midwest,Apparel,Jacket,store,1,92.87,92.87
894,2025-09-25,Midwest,Home,Blender,online,5,60.45,302.25
895,2025-08-11,West,Home,Lamp,store,3,36.13,108.39
896,2025-05-12,East,Grocery,Coffee Beans,online,1,13.51,13.51
897,2025-05-06,South,Grocery,Pasta,store,1,3.47,3.47
898,2025-04-14,West,Home,Blender,store,5,60.71,303.55
899,2025-12-04,West,Grocery,Coffee Beans,online,7,14.5,101.5
900,2025-11-05,West,Electronics,Headphones,store,12,80.36,964.32
901,2025-03-13,Northeast,Electronics,Phone Case,store,2,23.99,47.98
902,2025-05-02,South,Apparel,Jacket,store,4,91.72,366.88
903,2025-08-05,West,Home,Blender,store,5,58.64,293.2
904,2025-10-29,West,Apparel,Jacket,online,13,87.37,1135.81
905,2025-12-16,West,Apparel,T-Shirt,store,11,17.96,197.56
906,2025-01-11,Northeast,Electronics,Phone Case,online,4,24.46,97.84
907,2025-05-10,South,Apparel,Jacket,online,4,89.31,357.24
908,2025-08-15,Midwest,Apparel,Jeans,online,4,50.09,200.36
909,2025-06-02,East,Grocery,Olive Oil,store,7,12.46,87.22
910,2025-01-18,West,Grocery,Pasta,store,6,3.65,21.9
911,2025-08-05,West,Home,Towel Set,store,6,28.02,168.12
912,2025-08-04,Northeast,Apparel,Jeans,online,3,49.26,147.78
913,2025-11-19,West,Home,Blender,store,10,57.23,572.3
914,2025-10-22,West,Home,Blender,online,12,61.05,732.6
915,2025-08-20,East,Apparel,T-Shirt,store,4,18.54,74.16
916,2025-02-13,East,Grocery,Pasta,online,1,3.33,3.33
917,2025-10-13,East,Electronics,Headphones,online,1,77.12,77.12
918,2025-07-25,Northeast,Apparel,T-Shirt,online,3,18.82,56.46
919,2025-10-18,West,Grocery,Pasta,store,8,3.37,26.96
920,2025-05-17,Midwest,Grocery,Coffee Beans,store,4,14.5,58.0
921,2025-05-25,East,Grocery,Coffee Beans,store,1,14.41,14.41
922,2025-05-29,East,Grocery,Coffee Beans,store,8,14.12,112.96
923,2025-02-13,West,Home,Lamp,store,7,35.65,249.55
924,2025-12-29,West,Apparel,T-Shirt,online,6,18.1,108.6
925,2025-05-01,South,Electronics,Laptop,store,7,899.41,6295.87
926,2025-06-04,South,Home,Towel Set,online,5,28.23,141.15
927,2025-03-28,South,Grocery,Coffee Beans,online,7,13.74,96.18
928,2025-03-14,South,Electronics,Laptop,store,5,932.41,4662.05
929,2025-07-04,South,Apparel,Jacket,store,7,89.15,624.05
930,2025-03-26,Midwest,Home,Towel Set,store,3,26.75,80.25
931,2025-01-28,West,Grocery,Pasta,online,7,3.57,24.99
932,2025-03-01,Midwest,Electronics,Headphones,store,4,82.86,331.44
933,2025-09-10,West,Home,Blender,store,5,56.6,283.0
934,2025-04-03,Northeast,Apparel,Jacket,online,1,89.74,89.74
935,2025-09-27,East,Grocery,Coffee Beans,online,2,14.38,28.76
936,2025-06-18,West,Electronics,Headphones,store,3,79.71,239.13
937,2025-03-20,West,Grocery,Olive Oil,store,5,11.94,59.7
938,2025-11-01,South,Electronics,Phone Case,store,3,23.58,70.74
939,2025-04-19,South,Apparel,T-Shirt,online,7,18.08,126.56
940,2025-02-17,East,Home,Lamp,online,4,33.32,133.28
941,2025-03-25,Midwest,Apparel,Jacket,online,8,85.62,684.96
942,2025-08-10,South,Home,Lamp,online,4,36.16,144.64
943,2025-09-08,Midwest,Grocery,Pasta,store,7,3.36,23.52
944,2025-07-08,Midwest,Grocery,Coffee Beans,online,8,14.02,112.16
945,2025-12-13,West,Home,Lamp,online,10,34.27,342.7
946,2025-09-02,East,Apparel,T-Shirt,store,1,17.63,17.63
947,2025-10-10,West,Electronics,Phone Case,online,10,24.03,240.3
948,2025-08-26,Northeast,Apparel,Jeans,store,1,48.41,48.41
949,2025-02-28,Midwest,Home,Blender,store,7,56.32,394.24
950,2025-12-27,West,Grocery,Olive Oil,store,10,12.15,121.5
951,2025-04-06,West,Apparel,Jacket,online,1,88.41,88.41
952,2025-01-03,West,Home,Towel Set,store,7,27.89,195.23
953,2025-12-03,Northeast,Grocery,Pasta,store,7,3.57,24.99
954,2025-06-04,West,Home,Blender,online,1,56.71,56.71
955,2025-12-23,West,Home,Lamp,online,15,35.52,532.8
956,2025-10-03,West,Apparel,Jeans,online,4,47.88,191.52
957,2025-03-27,Midwest,Grocery,Pasta,online,4,3.63,14.52
958,2025-04-14,Midwest,Electronics,Headphones,online,4,75.86,303.44
959,2025-08-01,Northeast,Apparel,T-Shirt,store,8,17.82,142.56
960,2025-04-29,Northeast,Electronics,Headphones,store,0,79.42,0.0
961,2025-11-28,West,Grocery,Coffee Beans,store,12,14.17,170.04
962,2025-12-24,West,Home,Lamp,online,12,34.89,418.68
963,2025-09-17,South,Grocery,Coffee Beans,store,7,14.31,100.17
964,2025-08-02,South,Grocery,Coffee Beans,online,2,13.7,27.4
965,2025-12-08,East,Home,Blender,store,7,56.65,396.55
966,2025-09-10,East,Electronics,Laptop,store,6,933.24,5599.44
967,2025-12-13,West,Electronics,Laptop,store,7,892.76,6249.32
968,2025-10-15,West,Apparel,Jeans,store,9,49.29,443.61
969,2025-12-20,Northeast,Electronics,Phone Case,online,8,25.02,200.16
970,2025-08-23,West,Electronics,Phone Case,online,1,24.78,24.78
971,2025-09-17,West,Electronics,Laptop,store,5,868.17,4340.85
972,2025-12-29,West,Grocery,Olive Oil,online,11,11.59,127.49
973,2025-03-12,West,Home,Lamp,store,1,35.94,35.94
974,2025-05-06,Midwest,Apparel,Jeans,online,6,46.01,276.06
975,2025-08-01,East,Home,Towel Set,store,3,28.8,86.4
976,2025-08-08,Midwest,Grocery,Olive Oil,store,8,12.53,100.24
977,2025-03-16,Northeast,Electronics,Laptop,store,3,882.35,2647.05
978,2025-08-11,West,Electronics,Phone Case,online,1,24.97,24.97
979,2025-11-20,Northeast,Apparel,Jeans,store,5,49.85,249.25
980,2025-06-10,West,Apparel,Jacket,online,8,90.78,726.24
981,2025-11-26,West,Grocery,Olive Oil,store,11,12.47,137.17
982,2025-06-04,West,Apparel,Jeans,online,5,48.1,240.5
983,2025-04-20,West,Apparel,Jacket,store,3,91.29,273.87
984,2025-01-12,West,Apparel,T-Shirt,store,2,18.41,36.82
985,2025-01-31,South,Apparel,T-Shirt,online,2,18.46,36.92
986,2025-08-18,West,Grocery,Pasta,online,4,3.61,14.44
987,2025-06-29,Northeast,Home,Towel Set,store,4,28.06,112.24
988,2025-02-23,Northeast,Home,Lamp,store,7,33.59,235.13
989,2025-07-30,West,Electronics,Headphones,online,0,78.81,0.0
990,2025-07-09,Midwest,Grocery,Pasta,store,8,3.55,28.4
991,2025-12-19,Midwest,Grocery,Coffee Beans,online,8,14.01,112.08
992,2025-12-31,Northeast,Electronics,Phone Case,online,1,23.89,23.89
993,2025-03-22,South,Electronics,Phone Case,store,6,23.06,138.36
994,2025-10-20,West,Home,Blender,store,11,57.85,636.35
995,2025-05-31,East,Home,Towel Set,store,5,26.74,133.7
996,2025-05-26,Midwest,Electronics,Laptop,store,1,860.12,860.12
997,2025-08-02,South,Grocery,Pasta,store,3,3.49,10.47
998,2025-03-12,Midwest,Grocery,Olive Oil,store,6,11.58,69.48
999,2025-02-15,Northeast,Grocery,Pasta,online,6,3.64,21.84
1000,2025-10-04,West,Grocery,Olive Oil,store,11,12.18,133.98
1001,2025-01-13,South,Electronics,Phone Case,online,1,23.26,23.26
1002,2025-10-19,Midwest,Electronics,Laptop,online,5,940.57,4702.85
1003,2025-04-16,Northeast,Grocery,Coffee Beans,store,1,13.86,13.86
1004,2025-09-09,West,Apparel,Jeans,online,6,47.59,285.54
1005,2025-07-15,West,Electronics,Phone Case,online,3,23.48,70.44
1006,2025-05-11,East,Apparel,Jeans,online,6,45.88,275.28
1007,2025-04-03,West,Electronics,Headphones,store,0,75.83,0.0
1008,2025-06-15,West,Electronics,Laptop,online,4,921.67,3686.68
1009,2025-09-10,Northeast,Grocery,Coffee Beans,store,8,13.38,107.04
1010,2025-10-11,West,Grocery,Coffee Beans,store,6,14.19,85.14
1011,2025-10-11,West,Home,Towel Set,online,13,27.45,356.85
1012,2025-02-12,Northeast,Home,Blender,store,3,59.24,177.72
1013,2025-05-06,Midwest,Grocery,Coffee Beans,online,5,14.44,72.2
1014,2025-12-01,West,Electronics,Headphones,store,9,79.77,717.93
1015,2025-11-20,West,Apparel,T-Shirt,online,7,18.43,129.01
1016,2025-02-15,West,Home,Towel Set,store,4,29.06,116.24
1017,2025-11-09,South,Apparel,Jacket,store,8,93.27,746.16
1018,2025-05-20,South,Apparel,T-Shirt,store,6,18.83,112.98
1019,2025-01-09,East,Electronics,Phone Case,store,1,22.81,22.81
1020,2025-12-11,West,Grocery,Pasta,online,9,3.6,32.4
1021,2025-01-16,Midwest,Electronics,Headphones,store,0,81.59,0.0
1022,2025-04-01,West,Electronics,Headphones,store,0,82.45,0.0
1023,2025-04-24,South,Apparel,T-Shirt,online,5,18.57,92.85
1024,2025-04-24,Midwest,Apparel,T-Shirt,store,4,17.99,71.96
1025,2025-01-04,Midwest,Electronics,Headphones,store,0,76.4,0.0
1026,2025-10-17,Northeast,Home,Blender,online,3,60.45,181.35
1027,2025-05-13,East,Apparel,T-Shirt,online,5,18.89,94.45
1028,2025-12-15,Midwest,Electronics,Headphones,online,0,81.8,0.0
1029,2025-07-28,Northeast,Grocery,Pasta,store,1,3.51,3.51
1030,2025-04-25,West,Grocery,Olive Oil,store,7,11.78,82.46
1031,2025-04-10,Northeast,Electronics,Phone Case,online,7,25.15,176.05
1032,2025-02-08,East,Home,Lamp,store,2,33.47,66.94
1033,2025-01-15,West,Apparel,Jeans,online,4,46.12,184.48
1034,2025-06-24,South,Home,Blender,store,8,60.56,484.48
1035,2025-10-24,West,Electronics,Laptop,store,6,882.21,5293.26
1036,2025-02-01,Midwest,Electronics,Headphones,store,5,75.57,377.85
1037,2025-01-27,Midwest,Grocery,Coffee Beans,store,1,13.63,13.63
1038,2025-08-21,Midwest,Electronics,Headphones,online,0,78.64,0.0
1039,2025-04-09,West,Electronics,Phone Case,online,4,24.22,96.88
1040,2025-10-21,West,Apparel,Jeans,store,12,47.91,574.92
1041,2025-05-05,West,Electronics,Laptop,online,7,882.07,6174.49
1042,2025-09-20,South,Apparel,Jacket,online,5,85.86,429.3
1043,2025-11-05,West,Apparel,T-Shirt,online,7,17.2,120.4
1044,2025-06-26,East,Home,Blender,store,8,57.17,457.36
1045,2025-12-22,Midwest,Apparel,Jacket,store,7,90.03,630.21
1046,2025-06-18,West,Grocery,Coffee Beans,store,1,13.61,13.61
1047,2025-11-24,West,Home,Lamp,online,14,34.09,477.26
1048,2025-07-12,East,Electronics,Headphones,online,0,75.63,0.0
1049,2025-02-28,West,Grocery,Coffee Beans,store,1,13.36,13.36
1050,2025-04-12,East,Home,Lamp,online,4,34.44,137.76
1051,2025-04-02,East,Apparel,T-Shirt,online,3,18.6,55.8
1052,2025-07-14,West,Apparel,T-Shirt,store,6,17.92,107.52
1053,2025-07-10,Northeast,Grocery,Olive Oil,online,3,11.54,34.62
1054,2025-04-08,Midwest,Apparel,Jeans,store,4,50.29,201.16
1055,2025-01-24,Northeast,Home,Towel Set,store,6,28.81,172.86
1056,2025-05-07,West,Apparel,T-Shirt,store,2,17.48,34.96
1057,2025-08-29,Northeast,Electronics,Laptop,store,6,921.59,5529.54
1058,2025-09-13,East,Apparel,Jacket,store,8,89.23,713.84
1059,2025-09-11,Northeast,Grocery,Olive Oil,online,4,11.65,46.6
1060,2025-08-20,Midwest,Home,Lamp,store,3,36.36,109.08
1061,2025-07-11,West,Home,Blender,store,6,58.67,352.02
1062,2025-04-28,Midwest,Apparel,Jeans,store,7,47.84,334.88
1063,2025-07-08,South,Apparel,Jeans,online,4,46.46,185.84
1064,2025-05-16,South,Electronics,Headphones,online,1,81.26,81.26
1065,2025-03-02,West,Electronics,Phone Case,online,6,23.6,141.6
1066,2025-05-09,South,Home,Towel Set,online,5,29.4,147.0
1067,2025-01-05,South,Apparel,Jeans,store,1,49.54,49.54
1068,2025-08-30,East,Grocery,Coffee Beans,online,4,14.31,57.24
1069,2025-08-31,Northeast,Grocery,Olive Oil,store,2,11.81,23.62
1070,2025-06-10,Midwest,Grocery,Coffee Beans,store,1,13.93,13.93
1071,2025-07-11,West,Home,Lamp,online,6,35.0,210.0
1072,2025-06-23,Midwest,Grocery,Olive Oil,store,1,11.79,11.79
1073,2025-10-18,East,Home,Lamp,store,4,36.68,146.72
1074,2025-07-20,West,Grocery,Coffee Beans,store,8,13.45,107.6
1075,2025-11-24,West,Home,Blender,online,11,56.24,618.64
1076,2025-04-06,Midwest,Apparel,T-Shirt,online,2,17.62,35.24
1077,2025-08-21,West,Electronics,Laptop,store,7,931.34,6519.38
1078,2025-07-20,West,Electronics,Laptop,store,2,897.04,1794.08
1079,2025-07-19,East,Home,Blender,store,8,58.6,468.8
1080,2025-03-23,South,Home,Towel Set,store,1,27.37,27.37
1081,2025-03-15,Midwest,Home,Towel Set,store,8,29.15,233.2
1082,2025-08-24,West,Electronics,Headphones,store,3,77.79,233.37
1083,2025-07-20,East,Grocery,Coffee Beans,online,7,14.56,101.92
1084,2025-08-23,East,Electronics,Headphones,online,3,76.94,230.82
1085,2025-11-18,West,Home,Lamp,store,7,36.72,257.04
1086,2025-02-09,Northeast,Apparel,Jeans,store,4,46.39,185.56
1087,2025-09-17,West,Electronics,Laptop,store,7,888.32,6218.24
1088,2025-04-10,West,Apparel,T-Shirt,online,8,17.69,141.52
1089,2025-09-06,West,Home,Towel Set,store,5,26.99,134.95
1090,2025-03-24,West,Electronics,Phone Case,online,2,23.23,46.46
1091,2025-10-01,East,Electronics,Phone Case,online,3,24.43,73.29
1092,2025-08-14,East,Electronics,Phone Case,online,1,23.86,23.86
1093,2025-11-22,West,Grocery,Olive Oil,store,4,11.93,47.72
1094,2025-07-13,East,Apparel,T-Shirt,online,7,17.26,120.82
1095,2025-01-15,South,Home,Towel Set,online,2,27.22,54.44
1096,2025-12-07,West,Home,Blender,store,11,59.07,649.77
1097,2025-10-15,Northeast,Home,Towel Set,store,2,29.23,58.46
1098,2025-04-29,South,Apparel,T-Shirt,online,6,17.82,106.92
1099,2025-01-07,Midwest,Home,Blender,store,6,59.88,359.28
1100,2025-01-23,West,Home,Lamp,store,8,35.94,287.52
1101,2025-02-22,Northeast,Home,Lamp,online,7,35.35,247.45
1102,2025-12-14,East,Apparel,T-Shirt,store,8,18.86,150.88
1103,2025-02-04,Northeast,Grocery,Pasta,online,1,3.5,3.5
1104,2025-04-30,West,Electronics,Headphones,online,5,80.88,404.4
1105,2025-02-10,West,Apparel,Jeans,store,7,46.57,325.99
1106,2025-04-15,East,Grocery,Olive Oil,store,6,11.56,69.36
1107,2025-11-26,West,Grocery,Olive Oil,store,12,12.3,147.6
1108,2025-06-19,East,Electronics,Phone Case,online,4,24.72,98.88
1109,2025-11-08,Northeast,Apparel,T-Shirt,store,2,18.23,36.46
1110,2025-09-09,West,Home,Blender,online,3,61.59,184.77
1111,2025-02-16,West,Home,Blender,online,8,58.56,468.48
1112,2025-06-09,West,Home,Blender,store,4,57.09,228.36
1113,2025-06-05,Midwest,Home,Lamp,store,6,33.53,201.18
1114,2025-07-23,Midwest,Grocery,Pasta,store,8,3.59,28.72
1115,2025-01-11,Midwest,Electronics,Headphones,online,0,79.42,0.0
1116,2025-07-14,Midwest,Apparel,Jeans,store,3,45.95,137.85
1117,2025-08-29,East,Electronics,Laptop,store,7,898.23,6287.61
1118,2025-07-22,South,Grocery,Pasta,store,2,3.55,7.1
1119,2025-07-29,West,Grocery,Olive Oil,online,7,11.63,81.41
1120,2025-05-11,South,Grocery,Olive Oil,store,7,12.24,85.68
1121,2025-08-06,East,Grocery,Coffee Beans,store,1,14.18,14.18
1122,2025-12-24,East,Apparel,Jacket,store,3,92.95,278.85
1123,2025-05-11,Northeast,Home,Blender,online,7,60.6,424.2
1124,2025-07-23,West,Home,Lamp,online,5,36.15,180.75
1125,2025-12-21,West,Grocery,Olive Oil,store,5,12.28,61.4
1126,2025-11-22,South,Home,Lamp,online,7,36.51,255.57
1127,2025-12-24,West,Home,Lamp,online,14,33.59,470.26
1128,2025-08-02,Midwest,Home,Blender,store,3,57.15,171.45
1129,2025-04-12,Northeast,Electronics,Headphones,online,0,76.52,0.0
1130,2025-04-04,East,Apparel,Jeans,store,2,48.61,97.22
1131,2025-11-22,West,Apparel,T-Shirt,store,7,17.32,121.24
1132,2025-01-16,Midwest,Grocery,Olive Oil,online,5,11.41,57.05
1133,2025-01-04,West,Electronics,Laptop,online,5,887.82,4439.1
1134,2025-09-06,South,Grocery,Pasta,store,6,3.56,21.36
1135,2025-06-11,South,Grocery,Pasta,online,6,3.67,22.02
1136,2025-02-21,West,Grocery,Olive Oil,online,2,11.43,22.86
1137,2025-09-29,East,Apparel,Jeans,store,4,48.07,192.28
1138,2025-01-02,South,Electronics,Phone Case,store,6,24.9,149.4
1139,2025-12-14,West,Grocery,Pasta,online,16,3.45,55.2
1140,2025-12-25,Midwest,Apparel,Jacket,online,1,90.89,90.89
1141,2025-03-07,West,Apparel,Jacket,store,8,86.05,688.4
1142,2025-03-01,Northeast,Home,Blender,online,2,57.06,114.12
1143,2025-02-24,West,Home,Lamp,store,4,35.93,143.72
1144,2025-05-12,West,Home,Towel Set,store,6,26.85,161.1
1145,2025-04-25,Northeast,Electronics,Phone Case,store,7,23.7,165.9
1146,2025-12-01,Northeast,Grocery,Coffee Beans,online,5,13.66,68.3
1147,2025-02-14,West,Apparel,Jacket,online,2,91.18,182.36
1148,2025-10-21,West,Apparel,Jeans,online,10,47.09,470.9
1149,2025-08-05,South,Home,Towel Set,online,1,26.9,26.9
1150,2025-10-03,South,Home,Lamp,online,8,35.0,280.0
1151,2025-03-17,East,Electronics,Phone Case,store,2,23.54,47.08
1152,2025-05-21,Northeast,Grocery,Olive Oil,online,7,11.99,83.93
1153,2025-01-31,South,Home,Towel Set,online,4,28.97,115.88
1154,2025-12-25,East,Grocery,Olive Oil,store,3,11.76,35.28
1155,2025-01-12,South,Grocery,Olive Oil,store,7,12.59,88.13
1156,2025-07-20,West,Apparel,Jeans,online,7,48.97,342.79
1157,2025-02-19,West,Electronics,Phone Case,store,3,23.9,71.7
1158,2025-10-23,West,Grocery,Pasta,online,12,3.4,40.8
1159,2025-11-30,West,Electronics,Phone Case,online,15,23.7,355.5
1160,2025-03-28,West,Apparel,Jeans,online,2,50.14,100.28
1161,2025-09-21,Northeast,Grocery,Coffee Beans,store,2,13.64,27.28
1162,2025-05-04,South,Home,Towel Set,store,2,28.77,57.54
1163,2025-08-26,Midwest,Apparel,Jacket,store,2,87.82,175.64
1164,2025-03-01,West,Grocery,Olive Oil,online,8,11.43,91.44
1165,2025-05-21,West,Home,Lamp,store,7,36.75,257.25
1166,2025-06-02,West,Apparel,T-Shirt,online,1,17.83,17.83
1167,2025-07-21,Northeast,Grocery,Coffee Beans,online,4,14.35,57.4
1168,2025-12-04,East,Home,Blender,store,2,60.77,121.54
1169,2025-01-21,West,Home,Towel Set,online,5,26.85,134.25
1170,2025-01-18,West,Electronics,Phone Case,store,3,23.67,71.01
1171,2025-08-05,West,Home,Lamp,online,5,36.56,182.8
1172,2025-12-04,East,Grocery,Olive Oil,store,6,12.03,72.18
1173,2025-11-07,East,Electronics,Phone Case,online,4,23.37,93.48
1174,2025-03-14,East,Home,Towel Set,online,5,28.26,141.3
1175,2025-03-07,Midwest,Electronics,Phone Case,store,3,23.43,70.29
1176,2025-07-24,South,Grocery,Olive Oil,online,2,12.04,24.08
1177,2025-11-19,East,Apparel,Jacket,online,3,88.29,264.87
1178,2025-06-11,Midwest,Grocery,Coffee Beans,online,2,13.41,26.82
1179,2025-09-30,West,Grocery,Coffee Beans,store,6,14.2,85.2
1180,2025-06-20,East,Home,Lamp,online,4,33.59,134.36
1181,2025-07-13,West,Home,Towel Set,store,8,28.25,226.0
1182,2025-02-18,Northeast,Apparel,Jacket,store,1,89.96,89.96
1183,2025-03-29,Midwest,Home,Lamp,store,3,34.92,104.76
1184,2025-05-13,West,Home,Towel Set,online,5,27.0,135.0
1185,2025-01-28,South,Home,Towel Set,store,3,28.58,85.74
1186,2025-08-13,Midwest,Apparel,Jeans,store,4,48.1,192.4
1187,2025-06-06,West,Apparel,Jeans,store,2,49.66,99.32
1188,2025-02-09,West,Home,Towel Set,online,5,26.84,134.2
1189,2025-10-11,West,Grocery,Olive Oil,online,8,11.98,95.84
1190,2025-01-08,West,Grocery,Olive Oil,store,1,11.69,11.69
1191,2025-11-07,West,Home,Towel Set,online,10,27.09,270.9
1192,2025-09-21,West,Grocery,Pasta,store,2,3.38,6.76
1193,2025-06-23,East,Electronics,Headphones,store,0,78.87,0.0
1194,2025-01-02,Northeast,Grocery,Coffee Beans,store,1,14.6,14.6
1195,2025-08-26,Midwest,Electronics,Headphones,online,0,79.91,0.0
1196,2025-07-01,West,Apparel,Jacket,online,1,88.13,88.13
1197,2025-02-21,East,Electronics,Phone Case,online,8,23.79,190.32
1198,2025-01-04,West,Apparel,T-Shirt,store,5,17.81,89.05
1199,2025-07-06,East,Apparel,T-Shirt,store,8,18.28,146.24
1200,2025-03-24,West,Grocery,Coffee Beans,store,4,14.54,58.16
1201,2025-02-26,West,Home,Lamp,store,1,35.85,35.85
1202,2025-03-24,Midwest,Apparel,T-Shirt,store,8,17.98,143.84
1203,2025-12-16,South,Grocery,Olive Oil,store,2,11.56,23.12
1204,2025-01-11,West,Apparel,Jacket,online,4,91.38,365.52
1205,2025-01-27,South,Grocery,Olive Oil,online,5,11.92,59.6
1206,2025-05-25,Midwest,Home,Towel Set,online,3,28.64,85.92
1207,2025-05-08,West,Apparel,Jacket,online,7,90.48,633.36
1208,2025-04-12,West,Home,Blender,online,3,57.4,172.2
1209,2025-07-25,West,Home,Blender,store,4,56.15,224.6
1210,2025-02-16,Midwest,Grocery,Olive Oil,store,4,12.24,48.96
1211,2025-04-24,Midwest,Electronics,Phone Case,store,5,24.35,121.75
1212,2025-02-26,South,Apparel,Jacket,store,1,86.75,86.75
1213,2025-04-04,West,Electronics,Phone Case,store,8,23.31,186.48
1214,2025-05-24,West,Grocery,Coffee Beans,store,6,14.63,87.78
1215,2025-06-21,West,Electronics,Phone Case,online,6,23.59,141.54
1216,2025-10-29,South,Home,Towel Set,store,7,27.19,190.33
1217,2025-02-14,East,Electronics,Laptop,online,8,871.39,6971.12
1218,2025-02-20,West,Apparel,Jeans,store,4,50.35,201.4
1219,2025-10-01,West,Home,Blender,store,12,59.3,711.6
